company,job_name,job_content,job_exp,job_require,job_welfare,job_contact,URL,Linux,Python,MySQL,MongoDB,R,ETL,Docker,Tableau,PowerBI,Data Analysis,Machine Learning,AI,Kafka,Hadoop,Spark,Cloud
友信行股份有限公司,資料分析師,"1. 市場資訊蒐集分析。
2. 經營模式及營運分析。
3. 專案任務支援(包含新專案規劃、執行、掌控、成本控制及結案...等)。
4. 協助公司或各部門推動專案之執行、管理、問題追蹤及解決。
5. 視人員專長及潛力，可朝資安、系統開發、客戶服務...等專案領域發展。
6. 其他主管交辦事項。",工作經驗:不拘,接受身分:應屆畢業生、原住民,"法定項目：
勞保、健保、員工退休辦法、哺集乳室

其他福利：
1.	團體保險、特別休假、員工健康檢查
2.	依個人培訓計劃，派赴國外受訓
3.	節慶活動
4.	員工康樂及慶生活動
5.	績效獎金
6.	員工國內外旅遊
7.	員工托兒津貼
8.	尾牙聚餐＋年終摸彩活動
9.	多元社團活動
10.	提供免費瑜珈班
11.	因應疫情提供防疫物資、異地辦公",聯絡人:Annaemail:,https://www.104.com.tw/job/ajax/content/7x3iu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
博弘雲端科技股份有限公司,資料分析師,"1. 將概念性想法設計規劃為可執行的解決方案
2. 大數據專案的規劃，數據接入、清洗、建模與可視化的設計。
3. 與業務、技術、維運團隊共同合作完成專案
4. 精進原廠最新技術並協助客戶完成升級評估
5. 探索雲端服務組合的可能性，創造全新的可能性

*專案主要面向：
A. 資料工程： 
■負責資料擷取及處理之ETL開發及維運(Airflow)
■雲端資料庫的開發和應用(BigQuery,Redshift...)
■具有SQL相關經驗
B. 資料分析： 
■使用機器學習/統計分析/深度學習等資料分析新技術 
■發展雲端數據分析技術與商業智慧應用系統開發 (AutoML,Amazon Personalize..)
C. 資料視覺化
■協助開發BI相關專案(Tableau,Looker studio)
",工作經驗:不拘,接受身分:,"一起成為 NEXTLINKer 吧! 
NEXTLINKer 重視員工健康與工作生活的平衡，除了活潑明亮的開放式辦公室，成為NEXTLINKer 還能享受以下這些：

◎薪酬獎金
  1、保證年薪
  2、三節獎金

◎員工福利
  1、員工旅遊，與夥伴們悠遊不同景點
  2、員工聚餐。工作之餘與夥伴們同樂
  3、咖啡、飲料、鮮奶與點心供應，隨時補充身體的需求
  4、每月慶生會，給予每位壽星最真摯的祝福
  5、年度尾牙活動，獎勵同仁一年來合力達標
  6、健康檢查公司來安排
  7、免費按摩，讓你鬆一下
  8、社團活動增進你我他的交流與互動
  9、馬拉松與單車比賽報名費用公司來贊助
10、試用期通過後及享有特殊福利假及補貼

◎培訓計畫
  1、專業技能訓練
  2、原廠培訓課程
  3、國際研討會

◎員工補助
  1、結婚禮金
  2、生育禮金
  3、生日禮金
  4、喪葬津貼
  5、認證考試補助

◎社團活動
  1、路跑
  2、羽球
  3、瑜珈
  4、登山

◎CSR
  1、家庭日：我們相信家庭是社會重要的環節，博弘雲端科技的同仁享有每年給薪家庭日，並由公司提供旅遊、餐飲或住宿等補助，讓大家輕鬆陪伴家人。
  2、運動一起來：工作之餘我們鼓勵同仁們多運動，參與路跑或單車比賽，公司給予獎勵補助。
  3、健康又公益：路跑社的路跑里程公司轉為公益金，捐贈給台灣需要的角落，博弘雲端科技與同仁們一起落實企業社會責任。
  4、Meaningful Day：打造有意義的夥伴關係是我們的期待，讓同仁自主安排自己的生活甚是重要，專屬的有意義假讓您使用!

想成為 NEXTLINKer 嗎? 看看我們在找哪些夥伴吧！",聯絡人:HRemail:,https://www.104.com.tw/job/ajax/content/7xris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
博敦電子股份有限公司,資料分析師,"1.負責營運數據的彙整、深入分析與應用。
2.計劃並實施有效的數據收集策略，確保數據品質與準確性。
3.使用專業工具進行數據挖掘，協助開發/維運 BI Dashboard，以提供決策支援。
4.製作具有洞察力的簡報，並與營運團隊進行深入討論，以協助策略的制定。",工作經驗:2年以上,接受身分:,"■享端午節禮金、中秋節禮金、年終獎金
■享優渥員工分紅制度
■享勞保、健保及團體保險
■享伙食、婚、喪、生育津貼
■享兩年一次免費健康檢查
■不定期公司聚餐
■不定期員工旅遊
",聯絡人:蘇小姐email:,https://www.104.com.tw/job/ajax/content/7z5l2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
亞洲指標數位行銷顧問股份有限公司,資料分析師 (Data Analyst),"i-Buzz的核心理念是數據推動行銷策略，透過網路語料觀察與混搭資料研究進行開發，提供客戶深化的資料分析結果。另外欲透過自營的數位產品，挖掘使用者的行為數據，提供產品更好的體驗。

職務內容如下：
1. 文字探勘(80%工作碰到的資料都是文字語料)
2. 進行資料建模(開發預測模型、發展演算法)
3. 資料視覺化處理
4. API 製作

此職缺需熟悉統計分析、Python或R語言、Machine Learning、MongoDB、SQL，有API串接或開發的經驗。

誠摯歡迎符合以上條件，且具責任心、勇於接受挑戰者的加入。",工作經驗:2年以上,接受身分:,勞保，健保，員工團體保險，車資補助，員工意外險，教育訓練，業績獎金，週休二日，員工旅遊,聯絡人:趙小姐、蔡先生email:,https://www.104.com.tw/job/ajax/content/6k2x6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
悠由數據應用股份有限公司,資料分析師(農業),"【Data Driven is our Core DNA!】
悠由數據由核心的可動態自我學習作物演算法起家發展，我們致力成為氣候科技X綠色經濟的數據公司服務全球！目前為快速成長的新創企業，服務客戶涵蓋金融產業、綠能產業、農漁業、國際集團等。

我們會圍繞在數據面上打造各種有價值的雲端服務內容。在這裡可以一同參與自由討論融洽的氛圍以及在團隊協作中迎接充滿挑戰的工作項目。走在數據科技產業前端的同時，更能一手創造綠色產業的全新樣貌。

職缺描述
1.產業文獻研究與資料蒐集。
2.產業項目資料整合、研究分析文件撰寫。
3.配合主管進行客戶需求文件、簡報撰寫及交辦事項。
4.具備農業作物生理背景知識尤佳、良好的邏輯能力、溝通能力。
5.依任務需求進行產業數據分析，跑完資料科學流程，並產出洞見。

職務需求
1.懂數據分析、資料視覺化、統計分析、資料探勘，另熟悉試驗設計規劃(農)加分。
2.態度積極，具備良好溝通及表達能力，& Storing things。
3.熱愛學習與分享。
4.具備團隊合作的精神、正面且專業的態度及強烈的責任心。
5.對數據科學具備有好奇心和肯自我學習者。",工作經驗:不拘,接受身分:應屆畢業生,"我們期望成員都能享受這份工作和團隊，熱情的工作氛圍是我們最大的目標，希望每個人都能在這裡找到歸屬感。我們提供：

◆彈性上下班

◆零食隨意吃

◆不要求正式服裝

◆生日禮

◆員工聚餐

◆年終獎金

◆三節禮金/品

◆不定期獎金發放

◆年資滿兩年定期個人健康檢查",聯絡人:楊小姐email:,https://www.104.com.tw/job/ajax/content/7jl9x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新穎資訊有限公司,資料分析師,"1. 針對平台數據內容，使用統計或機器學習進行數據整理及分析。
2. 依需求將數據及資訊視覺化並說明分析結果。
3. 提供建議及後續成效評估",工作經驗:1年以上,接受身分:,"※打造人性化的工作環境和良好的薪資福利制度，是我們持續努力的目標，歡迎您的加入

【保險與健康】
▌勞健保制度、勞退金提撥
▌員工健康檢查補助

【禮金 / 福委活動】
▌年終禮金(視年度營運、及個人考核評定)
▌三節禮金
▌生日禮金
▌結婚、喪葬、生育、住院津貼補助
▌不定期部門聚餐
▌家庭遊遊日
▌旅遊補助金

【休假 / 制度規範】
▌符合勞基法的休假制度
▌連假週末不補班
▌完整的職前教育訓練
▌透明順暢的升遷管道",聯絡人:潘小姐email:,https://www.104.com.tw/job/ajax/content/7g15x,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
台北富邦商業銀行股份有限公司,資料分析人員,"1.	產製每日及每月個人信用貸款、信用卡循環及分期績效報表
2.	根據行銷專案目標客群，協助篩選行內潛力行銷名單
3.	各信貸行銷專案及業務激勵活動成效追蹤報表
4.	個人信用貸款、信用卡循環業務之例行性報表資料產製及呈報
5.	協助PM執行年度業績預算編列及追蹤控管
",工作經驗:2年以上,接受身分:,"薪資制度：
我們建置具市場競爭力的薪酬制度，同時提供完善貼心的福利措施，近年來更持續推動健康職場和友善職場環境，為同仁打造能盡情在工作上打拼，發揮與展現自己的舞台。

完善貼心的福利制度：
1.員工勞/健/團保
2.三節節金
3.持股信託
4.休假、健全退休金制度
5.多樣化彈性福利制度包含：旅遊、健康檢查、子女教育、婚喪疾病等補助
6.員工急難救助和撫卹
7.員工優惠貸款
8.集團商品優惠：例：富邦 momo 、台灣大哥大購物折扣
9.特約商店優惠：分佈全省各地之商家消費特惠
10.定期員工健康檢查、簡易運動中心及按摩小站
11.免費的專業心理諮商服務

多彩多姿的員工活動：
透過各式活動的舉辦，讓同仁樂於工作、享受生活，在工作、生活、休閒上能取得均衡的發展：
1.多樣化社團活動：攝影、登山健行、電影欣賞、各式球類、舞蹈等
2.精采豐富的員工旅遊
3.富邦家庭日運動會
4.謝年會

學習與發展：
我們深信：『人才』是企業無法被複製的競爭優勢，是成就企業不斷邁向高峰的決勝力！因此公司十分重視內部人才培育，除建置多元發展平台外，亦提供多樣學習資源與機會，激勵員工自我成長。台北富邦銀行依據職務、業務與職涯發展需要，規劃人才發展計劃。透過計劃性培育，使員工能隨時因應經營環境、業務變化等，提升專業能力，提供優質的金融服務。",聯絡人:胡先生email:,https://www.104.com.tw/job/ajax/content/7qqef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
碩誠國際股份有限公司,ETL 資料分析程式設計師,"1.  資料倉儲系統之資料分析、整理與資料處理之系統分析與設計
2.  DW / DM 規劃設計
3.  專案系統需求訪談、分析、開發及測試作業規劃、執行、與管理
",工作經驗:2年以上,接受身分:," 《碩誠國際提供優渥完整的福利制度》

[照顧員工薪水荷包]
★     年終獎金
★	任職滿一年以上，每年依績效表現給予調薪
★	三節禮金
★	保障員工基本勞保、健保、勞退提撥及團體保險
★	豐厚的員工推薦獎金制度

[活躍公司士氣活動]
★	年終尾牙或春酒餐會
★	不定期員工聚餐
★	不定期家庭活動:ex.路跑活動、聚餐party、電影包場、讀書會....等


[其他優渥福利]
★	全方位的職涯發展規劃
★	員工電腦設備補助
★	人性化的管理制度
★	軟體工程師教育訓練費用補助
★     薪轉戶跨堤、跨轉等優惠

在碩誠，人是我們最重要的資產！
碩誠重視每一位員工的職涯發展，傾聽每一位員工的意見與需求
歡迎加入碩誠這個大家庭！
讓我們一同成長茁壯、永續經營！
",聯絡人:HRemail:,https://www.104.com.tw/job/ajax/content/6f1b4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
富蘭克林證券投資顧問股份有限公司,資料分析師-BI,"◎協助企業經營分析數據、建立分析邏輯及數據模型、商業化解讀分析結果，協同轉化成可執行方案。
◎解決內部分析問題為目標，提供諮詢服務和專題分析報告。
◎多維度指標體系的梳理和建設，並能完成資料管理、分析與應用全流程工作，必要時需要跨部門合作。
◎發現問題、發揮資料價值為導向，能深入理解內部需求與痛點，確定問題與目標，並給予有效的數據解決方案。
◎團隊合作需具良好溝通與協調能力。",工作經驗:3年以上,接受身分:,"◆ 獎金 / 禮品類
1.年終獎金
2.三節禮金/禮品
3.生日禮金/禮品
◆ 保險類
1.勞保/健保/勞退
2.團保/防疫險
◆ 請 / 休假制度
1.優於勞基法的特休假天數
2.旅遊假、陪產假、不扣薪病假
◆ 補助類
1. 婚喪喜慶補助、生育津貼、寶寶金牌。
2. 生日禮券、每月慶生活動、尾牙、聖誕及聚餐活動。
3. 員工進修、健檢、午餐團膳、國內外旅遊...等補助
4. 員工福利金全額補助。
5. 久任富蘭克林員工金牌",聯絡人:人事email:,https://www.104.com.tw/job/ajax/content/7hw3p,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
台灣客服科技股份有限公司,[台灣大哥大集團]資料分析專員,"1.分析未貼標用戶進線行為，產出一套有效邏輯及提示項目
2.分析貼標用戶進線行為，調整既有提示Wording/連結功能
3.分析貼標用戶進線比例，提升自助服務專案規劃
4.RPA開發及建置
5.統計學系/數學系畢尤佳",工作經驗:1年以上,接受身分:,"福利措施：公司妥善規劃及提供員工各項福利措施 
1. 除依法應提供之勞健保、勞退外，另有員工及配偶團體保險(公司全額補助) 
2. 優於法令規定之產假(員工分娩前後，可申請產假8週；到職滿六個月以上者，得申請產假10週) 
3. 提供全日職同仁生育及育兒津貼
4. 婚喪喜慶補助及傷病急難救助：生日禮金、結婚禮金、喪殯慰問、住院慰問、急難救助 
5. 三節禮券 
6. 自選式福利方案：國內/外旅遊、強身健體等補助 
7. 社團活動、家庭日、部門活動及年終尾牙活動 
8. 集團員工自費保險計劃(壽險及產險)及房屋/信用貸款等優惠措施  
9. 員工每月定額通話費補助、員購優惠方案 
10. 定期員工健康檢查、員眷健檢優惠方案 
11. 特約商店、渡假飯店、運動中心、遊樂園、旅行社等簽約優惠 
12. 諮商輔導措施、免費紓壓肩頸按摩服務 
13. 優良員工獎勵表揚活動、資深員工獎勵 ",聯絡人:人力資源處email:,https://www.104.com.tw/job/ajax/content/7xhj8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
富蘭克林證券投資顧問股份有限公司,資料分析師兼專案管理師-BI,"本職務招聘需同時具備兩項專業：資料分析師、專案管理師。業務場域為金融科技與行銷科技之資料分析、資料分析模組程式設計、與專案管理。
【資料分析師-工作內容】
◎ 協助企業經營分析數據、建立分析邏輯及數據模型、商業化解讀分析結果，協同轉化成可執行方案。
◎ 解決內部分析問題為目標，提供諮詢服務和專題分析報告。
◎ 多維度指標體系的梳理和建設，並能完成資料管理、分析與應用全流程工作，必要時需要跨部門合作。
◎ 發現問題、發揮資料價值為導向，能深入理解內部需求與痛點，確定問題與目標，並給予有效的數據解決方案。
◎ 團隊合作需具良好溝通與協調能力。
【專案管理師 -工作內容】
◎ 製訂專案管理計畫、驗收計畫、溝通計畫、品質管理、定期專案進度報告。
◎ 跨部門整合溝通協調，負責專案管理並確保客戶服務範疇之執行與品管。",工作經驗:3年以上,接受身分:,"◆ 獎金 / 禮品類
1.年終獎金
2.三節禮金/禮品
3.生日禮金/禮品
◆ 保險類
1.勞保/健保/勞退
2.團保/防疫險
◆ 請 / 休假制度
1.優於勞基法的特休假天數
2.旅遊假、陪產假、不扣薪病假
◆ 補助類
1. 婚喪喜慶補助、生育津貼、寶寶金牌。
2. 生日禮券、每月慶生活動、尾牙、聖誕及聚餐活動。
3. 員工進修、健檢、午餐團膳、國內外旅遊...等補助
4. 員工福利金全額補助。
5. 久任富蘭克林員工金牌",聯絡人:人事email:,https://www.104.com.tw/job/ajax/content/7lgpf,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
智域國際股份有限公司,資料分析師 (Data Analyst),"
與客戶溝通訪談確認分析需求以建立分析議題。

1. 根據不同議題、資料來源，設計資料模型，並以視覺化報表的形式呈現分析結果。
2. 與工程師合作架構資料倉儲系統並規畫整合數個倉儲系統為資料平台。
3. 建立Machine Learning預測模型，並做相關預測分析。
4. 抗壓力強，可獨立作業，自我學習意願強
5. 熱愛資料分析、擅長統計或數值分析。

善用以下工具者佳：
-	Excel、Word、PowerPoint。
-	Python/R使用經驗、有SQL使用經驗者為佳。
-	具Data Modeling相關知識。具MS Power BI經驗者優先考量。
-	有SSIS、SSAS、SSRS經驗者優先考量。
-	具ML模型開發經驗者優先考量。
",工作經驗:不拘,接受身分:應屆畢業生、僑生、外籍人士、原住民,"1. 週休二日、勞/健/團 保險 
2. 完善的教育訓練及升遷管道",聯絡人:曹小姐email:,https://www.104.com.tw/job/ajax/content/6fpnp,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0
集雅社影音家電_集雅社股份有限公司,資料分析管理師(data engineer),"1.開發並維護異質資料庫轉換作業程式。
2.開發並維護爬蟲程式擷取符合企業營運分析之外部資料。
3.依資料分析需求進行資料預處理作業。
4.開發並維護API應用介面以進行完成資料預處理之資料集傳遞介面。
5.其他主管交辦事項。",工作經驗:不拘,接受身分:,"◆ 獎金&禮品／紅利／股票 ◆
銷售獎金
年終獎金
員工紅利
三節禮金／禮品
依據表現定期調薪
員工持股信託
（正式員工每月最高可提撥個人全薪的6%，公司再提撥前述金額之25％合併計算至員工信託帳戶，定期購買公司股票）

◆ 健康／保險／設備 ◆
年度員工健康檢查
員工500萬團保（公司給付）
圖書館
哺乳室
勞工健康服務護理師
職醫臨場諮詢服務

◆ 學習成長／環境 ◆
優質上班環境（各大百貨／地區門市）
完整的教育訓練
順暢的升遷管道
部門內部輪調機會
接觸到各大品牌的影音家電3C商品

◆ 休閒活動／其他福利 ◆
尾牙／春酒摸彩抽紅包
部門聚餐
員工購物優惠
員工旅遊補助
員工結婚禮金
員工生育津貼
員工子女獎助學金
員工進修補助金
員工生日禮金
員工生日假
古典音樂藝文補助
多元藝文體驗活動
員工親子同樂活動
企業特約優惠",聯絡人:人資部email:,https://www.104.com.tw/job/ajax/content/7wkdo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
國票綜合證券股份有限公司,資料分析人員(資訊部),"1.客戶資料分析
2.客戶行為分析
3.業務分析
4.資訊安全分析",工作經驗:3年以上,接受身分:,"◆ 分紅 / 配股
　 1.員工酬勞
◆ 獎金 / 禮品類
　 1.年終獎金
　 2.中秋、端午禮金或禮品
　 3.生日禮金或禮品
◆ 保險類
　 1.勞保
　 2.健保
　 3.退休金提撥
　 4.員工團保
◆ 制度類
　 1.伙食費
　 2.誤餐費
　 3.績效獎金
　 4.完整的教育訓練
　 5.順暢的升遷管道
◆ 請 / 休假制度
　 1.週休二日
　 2.特休/年假
　 3.陪產假
　 4.家庭照顧假
　 5.女性同仁生理假
　 6.育嬰假
◆ 補助類
　 1.結婚禮金
　 2.生育津貼
　 3.社團補助
　 4.員工教育獎助學金
　 5.子女教育獎助學金
　 6.住院慰問金",聯絡人:黃經理email:,https://www.104.com.tw/job/ajax/content/7z1lg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
關貿網路股份有限公司,約聘資料分析師(T67駐點食藥署),"1.負責資料標準化、探勘及分析工作
2.依客戶需求產出資料分析報告
3.其他交辦工作",工作經驗:不拘,接受身分:,"關貿網路曾連續三年獲得台北市幸福企業獎，教育訓練獲得了TTQS銅牌認證，致力於打造具備熱力、活力及挑戰性的工作，使員工樂在工作、成長於工作，並造就關貿網路成為一流人才最喜歡的優質企業。
 
獎金福利
◎端午、中秋禮金
◎年終獎金、員工酬勞：依個人年度績效及公司實際經營狀況發放獎金

休假福利
◎試用期滿即享有第一年在職比例特休假(正職同仁)
◎有薪病假（7天/年）
◎每年一天志工假

生活福利
◎每日提供同仁午餐(駐外單位發放津貼）
◎各式員工優惠團購
◎書籍借閱

保險福利
◎勞、健保及免費團保
◎退休撫恤制度（公司依法提撥6%之勞工退休金）
◎出差投保旅平險

教育訓練
◎關貿大學多元內部課程
◎專人辦理員工課程規劃
◎補助外部訓練費用，公出假公費外出上課
◎鼓勵同仁考取證照、技術證照獎金方案
◎提供員工完整之學習計畫、重視員工職涯發展

職工福利委員會
◎生日禮金與卡片
◎婚喪喜慶補助
◎每年3,000元三合一補助金
◎各式社團活動
◎員工旅遊、電影欣賞活動
◎家庭日、各式員工競賽活動

健康職場
◎辦公室按摩設備、休閒室、視障按摩師
◎健康講座、各式健康促進活動
◎兩年一次定期健康檢查

南港軟體園區
◎休閒運動廣場（健身器材等設備）
◎上下班時間付費交通車
◎鄰近三捷運站、火車站、高鐵站、Ubike",聯絡人:HRemail:,https://www.104.com.tw/job/ajax/content/6f8rs,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
承研能源科技股份有限公司,資料分析工程師,"1.針對客戶能源資料進行分析或使用機器學習方法找出節能改善空間。
2.大數據專案的規劃，數據接入、清洗、建模與可視化的設計。
3.彙整、分析與定期產出各類型的監測資料或報告 。
4.機器學習、深度學習或其他相關演算法開發。
5.實作自動化數據分析的工作流程。
6.協助專案或產品需求提供資料分析報告。",工作經驗:1年以上,接受身分:,"一、享勞、健保、勞退金提撥
二、有薪假（依勞基法規定)
三、年終獎金＋績效獎金 (依公司績效獎金發放辦法)
四、完整的在職教育訓練
五、依法提撥福利金辦理各項福利活動，福利活動包括：
　　中秋節禮金、端午節禮金、生日禮金、國內外旅遊、員工休閒體育活動、員工子女獎學金
　　資深員工表揚、年度健康檢查、住院慰問、婚喪喜慶補助。",聯絡人:尤小姐email:,https://www.104.com.tw/job/ajax/content/7rh8x,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
豐卉有限公司,資料分析師,"工作內容:
1.協助部門提供數據及報表
2.整理及歸納後台相關數據
3.維護及更新現有爬蟲之可用性
4.完成主管交辦相關事項

【必備條件】
1.程式語言：Python
2.擅用資料處理套件(ex:Pandas、Xlwings)
3.擅用爬蟲常用套件(ex:Selenium、Requests)
4.熟悉EXCEL函數及圖表",工作經驗:1年以上,接受身分:應屆畢業生,"1.用餐補貼
2.輪班津貼
3.不定時下午茶提供
4.Kpi績效獎金
5.三節禮金或禮品
6.年終獎金",聯絡人:HRemail:,https://www.104.com.tw/job/ajax/content/7nrvh,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
玉山銀行_玉山商業銀行股份有限公司,【總行單位】資料分析師(新人),"1.進行診斷型及敍述型資料分析，整合業務需求並產出資料規格
2.與業務單位溝通分析需求並運用資料處理技術產出分析結果
3.負責資料蒐集及處理各項數據、資料建模、ETL流程設計及開發，並經梳理後產出使用

104僅供職缺參考，若您對此職缺有興趣，請至本行「玉山菁英甄選網站」投遞履歷，如書審通過，後續將邀請您參加面談。謝謝！
【網址：https://esnhr.pse.is/394b2n】",工作經驗:不拘,接受身分:原住民,"1. 完善的教育訓練制度 
2. 員工持股信託基金
3. 年終獎金、紅利    
4. 職工福利委員會各項補助    
6. 團保、勞保、健保、勞退    
7. 比照或優於勞基法的人力資源制度",聯絡人:楊小姐email:,https://www.104.com.tw/job/ajax/content/6tfde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
智域國際股份有限公司,資料分析師 (Data Analyst),"
與客戶溝通訪談確認分析需求以建立分析議題。

1. 根據不同議題、資料來源，設計資料模型，並以視覺化報表的形式呈現分析結果。
2. 與工程師合作架構資料倉儲系統並規畫整合數個倉儲系統為資料平台。
3. 建立Machine Learning預測模型，並做相關預測分析。
4. 抗壓力強，可獨立作業，自我學習意願強
5. 熱愛資料分析、擅長統計或數值分析。

善用以下工具者佳：
-	Excel、Word、PowerPoint。
-	Python/R使用經驗、有SQL使用經驗者為佳。
-	具Data Modeling相關知識。具MS Power BI經驗者優先考量。
-	有SSIS、SSAS、SSRS經驗者優先考量。
-	具ML模型開發經驗者優先考量。
",工作經驗:不拘,接受身分:應屆畢業生、僑生、外籍人士、原住民,"1. 週休二日、勞/健/團 保險 
2. 完善的教育訓練及升遷管道",聯絡人:曹小姐email:,https://www.104.com.tw/job/ajax/content/6fpnp,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0
春水堂科技娛樂股份有限公司,資料分析/內容推薦工程師,"1.透過機器學習與大數據，進行資料分析及與內容推薦
2.設計開發或導入機器學習模型
3.運用演算法建立模型，優化機器深度學習
4.資料清洗、數據整合、模型評估、模型部署
5.資料分析與數據歸納
6.熟悉 Python 程式語言
7.深度學習框架開發經驗如：Keras或Tensorflow或Pytorch",工作經驗:3年以上,接受身分:,"春水堂科技擁有通訊業的優勢、科技界的待遇、文化圈的優質人文、開朗和樂的同仁、純善為本的管理的工作環境。
◆ 獎金類
   年終/端午/中秋/績效獎金
◆ 保險類
   勞健保/員工團保/意外險/職災保險
◆ 休閒類
   員工旅遊/慶生會
◆ 制度類
   伙食費/教育訓練/升遷管道
◆ 請 / 休假制度
   週休二日/年假/家庭照顧假/育嬰留職停薪/女性同仁生理假/男性同仁陪產假等
◆ 補助類
   婚喪喜慶禮金/退休金提撥/健康檢查",聯絡人:楊小姐email:,https://www.104.com.tw/job/ajax/content/7in95,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
